Chr	Start	End	Strand	Feature	ID	Mismatch_vs_Consensus	No.Sublocations	No.Probes	MeanMiwi2_KO	StDevMiwi2_KO	MeanSpocd1_KO	StDevSpocd1_KO	MeanWT	StDevWT
chr6	40535460	40541902	-	L1Md_T	L1Md_T	29	1	1	64.166663999999997	0	64.022369999999995	0	90.77775	0
chr6	40599318	40605553	-	L1Md_T	L1Md_T	26	1	3	66.582729999999998	25.281555	80.673079999999999	4.210608	92.736435	1.6280491
chr6	42122793	42129095	+	L1Md_T	L1Md_T	70	1	1	73.974360000000004	0	71.547290000000004	0	68.49654	0
chr6	42156056	42162836	-	L1Md_T	L1Md_T	98	1	3	55.881320000000002	23.917738	66.454729999999998	15.210875	82.2885	3.8196003
chr6	42206409	42212727	-	L1Md_T	L1Md_T	49	1	3	66.623085000000003	35.944855	74.540360000000007	18.6535	84.583954	15.849194
chr6	42450752	42455923	+	L1Md_T	L1Md_T	43	1	2	83.102585000000005	1.4918824	87.860439999999997	5.1583266	96.82876	1.9317472
chr6	42492557	42498981	-	L1Md_T	L1Md_T	31	1	2	42.649149999999999	27.816418	43.710686000000003	13.819878	93.42563	4.037374
chr6	42763584	42769222	+	L1Md_T	L1Md_T	35	1	2	60.916386000000003	42.47936	92.171499999999995	0	88.62434	3.6929326
chr6	42853649	42859064	+	L1Md_T	L1Md_T	46	1	3	58.106155000000001	29.167124	73.329070000000002	11.799992	83.69434	15.840225
chr6	43125396	43131615	-	L1Md_T	L1Md_T	40	1	2	60.873100000000001	35.427628	61.640610000000002	44.457664	88.586555	7.8676634
chr6	43320575	43325988	-	L1Md_T	L1Md_T	35	1	2	93.296165000000002	0.22422932	90.871764999999996	3.7606857	89.553345	6.978628
chr6	43737637	43744450	-	L1Md_T	L1Md_T	31	1	1	96.089070000000007	0	93.598113999999995	0	95.653046	0
chr6	44264875	44271041	-	L1Md_T	L1Md_T	31	1	3	63.697490000000002	17.314127	81.151650000000004	4.4389944	82.347946	1.9219984
chr6	44413905	44420547	-	L1Md_T	L1Md_T	30	1	2	46.19408	39.955727	46.454242999999998	54.000114	88.33992	2.523481
chr6	44659759	44665956	-	L1Md_T	L1Md_T	36	1	3	55.546351999999999	17.1362	59.027282999999997	3.4748545	61.098774	8.419283
chr6	44725083	44731498	-	L1Md_T	L1Md_T	30	1	2	42.266039999999997	19.940828	40.951534000000002	18.641417	76.88646	3.5131023
chr6	44740880	44747054	-	L1Md_T	L1Md_T	29	1	3	57.599505999999998	22.25182	71.360979999999998	15.615376	83.60197	7.1769147
chr6	48166489	48172923	-	L1Md_T	L1Md_T	41	1	4	71.094893999999996	24.008232	74.84187	20.969254	93.053894	2.8910153
chr6	48228769	48234255	+	L1Md_T	L1Md_T	47	1	3	51.640503000000002	8.293016	71.552779999999998	10.026518	89.73848	4.4356065
chr6	48235335	48240526	+	L1Md_T	L1Md_T	29	1	4	66.265569999999997	36.420826	83.177549999999997	13.219172	92.34114	5.7429466
chr6	48341663	48347851	-	L1Md_T	L1Md_T	32	1	4	74.439899999999994	28.076963	84.192954999999998	14.367341	95.04337	1.9720446
chr6	49527752	49534067	-	L1Md_T	L1Md_T	42	1	3	73.787864999999996	21.222174	82.795653999999999	8.251167	95.28486	4.091427
chr6	49886756	49892852	-	L1Md_T	L1Md_T	25	1	3	67.538740000000004	42.325596	82.809550000000002	15.5877695	91.358376	1.1805714
chr6	51228935	51235142	-	L1Md_T	L1Md_T	27	1	4	79.331406000000001	22.452354	89.916115000000005	8.053442	94.78821	0.32629427
chr6	57219888	57226104	-	L1Md_T	L1Md_T	35	1	3	59.469259999999998	18.194244	63.970244999999998	15.100108	82.45673	5.685887
chr6	57368596	57375018	-	L1Md_T	L1Md_T	46	1	4	64.963740000000001	26.831726	59.457965999999999	18.533289	79.792114	7.5565557
chr6	57919510	57924837	+	L1Md_T	L1Md_T	46	1	3	60.17	22.849384	53.772849999999998	27.915218	77.472984	11.386408
chr6	58561589	58567815	-	L1Md_T	L1Md_T	30	1	3	62.768540000000002	31.677732	68.528046000000003	27.4041	92.08504	3.3824425
chr6	58712626	58717821	+	L1Md_T	L1Md_T	29	1	3	62.526919999999997	22.664495	76.187929999999994	14.506541	86.4714	8.702035
chr6	59123548	59129993	-	L1Md_T	L1Md_T	30	1	3	45.558815000000003	41.7683	46.778675	42.681778	92.66026	3.1357722
chr6	59286600	59292772	-	L1Md_T	L1Md_T	42	1	3	66.878839999999997	25.181612	62.937336000000002	18.834595	86.24393	2.354208
chr6	59461062	59467526	-	L1Md_T	L1Md_T	53	1	4	50.153205999999997	33.468193	59.31147	19.56323	79.581024	24.040903
chr6	59630864	59636181	+	L1Md_T	L1Md_T	35	1	2	26.900691999999999	9.036221	24.999324999999999	20.420546	59.064785	38.525314
chr6	59675195	59680331	+	L1Md_T	L1Md_T	35	1	3	45.33287	9.267335	47.070292999999999	7.4614296	59.29599	10.775688
chr6	60259304	60264784	+	L1Md_T	L1Md_T	47	1	1	82.042640000000006	0	74.069280000000006	0	79.47801	0
chr6	60619476	60624835	+	L1Md_T	L1Md_T	39	1	3	57.700522999999997	21.525871	65.044920000000005	11.377859	84.79593	4.080824
chr6	61088399	61093652	+	L1Md_T	L1Md_T	44	1	3	75.618545999999995	27.423729	80.538240000000002	17.182497	90.37104	2.6757975
chr6	62391110	62396343	+	L1Md_T	L1Md_T	36	1	2	57.509979999999999	29.348536	56.774773000000003	27.090292	82.723526	8.070232
chr6	62703788	62710128	-	L1Md_T	L1Md_T	30	1	3	59.006897000000002	26.55451	69.58426	20.635939	93.17615	0.6114917
chr6	62962254	62968515	-	L1Md_T	L1Md_T	49	1	3	69.539794999999998	38.73838	75.009559999999993	30.739943	89.302795	3.9926775
chr6	62988898	62995310	-	L1Md_T	L1Md_T	31	1	3	52.931114000000001	40.844547	53.070037999999997	30.652834	81.15411	23.206846
chr6	63005058	63011265	-	L1Md_T	L1Md_T	43	1	3	71.13	31.066713	77.837090000000003	25.196692	86.817055	6.1399198
chr6	63014976	63021891	+	L1Md_T	L1Md_T	36	1	1	79.380120000000005	0	63.523518000000003	0	86.944435	0
chr6	65202457	65208906	-	L1Md_T	L1Md_T	30	1	3	50.466144999999997	27.223108	53.128982999999998	23.215475	80.35478	8.849682
chr6	65215338	65221208	+	L1Md_T	L1Md_T	35	1	1	77.876396	0	85.633170000000007	0	87.518616	0
chr6	65318369	65323579	+	L1Md_T	L1Md_T	35	1	2	55.502197000000002	26.280415	58.41413	31.857862	94.48901	2.9042187
chr6	66069960	66076351	-	L1Md_T	L1Md_T	44	1	3	65.548739999999995	19.775356	69.293620000000004	22.003975	91.45276	0.12992229
chr6	66317268	66322527	+	L1Md_T	L1Md_T	46	1	2	74.807159999999996	29.277185	65.965744000000001	31.099487	88.43955	0.09812056
chr6	66766120	66771547	+	L1Md_T	L1Md_T	35	1	3	49.729393000000002	32.598225	35.536110000000001	26.638227	77.08818	11.447814
chr6	67502051	67508705	-	L1Md_T	L1Md_T	30	1	3	32.779167000000001	32.529903	38.235515999999997	26.939123	92.96008	0.7017784
chr6	67576317	67583633	-	L1Md_T	L1Md_T	30	1	1	20.638054	0	23.245522000000001	0	80.56437	0
chr6	67585954	67592569	-	L1Md_T	L1Md_T	45	1	4	69.567215000000004	10.397565	70.369669999999999	5.088496	81.05039	14.794693
chr6	67611064	67617263	-	L1Md_T	L1Md_T	43	1	2	74.0886	20.417425	83.339680000000001	15.224159	88.45676	1.8531288
chr6	67619923	67626347	-	L1Md_T	L1Md_T	31	1	3	61.110343999999998	26.993357	61.395040000000002	27.33308	85.73836	4.3361588
chr6	67868598	67874578	-	L1Md_T	L1Md_T	32	1	2	89.424359999999993	9.647591	91.707663999999994	2.745196	93.84244	0.6915644
chr6	68167370	68172894	-	L1Md_T	L1Md_T	27	1	2	83.010955999999993	5.6807156	89.345439999999996	3.4825246	84.4178	6.093903
chr6	68221870	68227037	+	L1Md_T	L1Md_T	51	1	2	59.806426999999999	14.386377	67.324134999999998	7.5382004	80.49733	13.418602
chr6	68230157	68236328	-	L1Md_T	L1Md_T	48	1	3	64.699359999999999	7.7822175	66.843710000000002	5.9810495	69.72564	10.238511
chr6	68355804	68362659	-	L1Md_T	L1Md_T	40	1	4	38.293166999999997	39.14216	40.088234	41.589363	87.46652	4.4855275
chr6	68970446	68975560	+	L1Md_T	L1Md_T	43	1	2	57.951186999999997	22.604097	73.862260000000006	11.773377	85.07727	1.8586584
chr6	69017661	69024084	-	L1Md_T	L1Md_T	32	1	3	40.455554999999997	35.162888	48.159725000000002	35.116734	81.26729	11.993583
chr6	69029565	69036446	-	L1Md_T	L1Md_T	31	1	1	62.014789999999998	0	60.994822999999997	0	54.441402	0
chr6	69367915	69373875	-	L1Md_T	L1Md_T	48	1	1	86.888890000000004	0	88.307040000000001	0	77.79955	0
chr6	69453435	69459725	-	L1Md_T	L1Md_T	47	1	2	70.532120000000006	18.760069	69.199714999999998	8.858211	85.408356	5.011518
chr6	69590266	69596330	-	L1Md_T	L1Md_T	53	1	2	57.152434999999997	18.67516	57.857149999999997	27.576738	81.607315	1.0548607
chr6	69796965	69803418	-	L1Md_T	L1Md_T	47	1	4	56.588963	34.56437	54.347664000000002	23.472933	78.78704	7.625678
chr6	69952542	69957552	+	L1Md_T	L1Md_T	41	1	3	57.593594000000003	34.600098	60.415730000000003	32.613625	84.19362	4.608067
chr6	70013894	70020386	-	L1Md_T	L1Md_T	50	1	3	55.719734000000003	31.950031	52.206530000000001	25.253656	87.924545	2.821712
chr6	70047057	70053569	-	L1Md_T	L1Md_T	33	1	1	88.205510000000004	0	64.903630000000007	0	88.07304	0
chr6	70280320	70285450	+	L1Md_T	L1Md_T	49	1	2	81.659514999999999	2.561444	85.908553999999995	0.85537195	89.015045	1.5570786
chr6	70308164	70313359	+	L1Md_T	L1Md_T	33	1	3	65.614999999999995	32.508583	81.598259999999996	13.051028	90.19705	1.6666998
chr6	70483224	70489918	-	L1Md_T	L1Md_T	47	1	1	75.368269999999995	0	78.050644000000005	0	76.98379	0
chr6	70524186	70530044	+	L1Md_T	L1Md_T	35	1	3	64.003360000000001	16.42399	42.767789999999998	28.229063	81.938736	12.781571
chr6	70620335	70625680	+	L1Md_T	L1Md_T	54	1	3	76.569275000000005	5.237849	80.18759	5.619367	80.50201	4.243926
chr6	73405446	73411607	-	L1Md_T	L1Md_T	52	1	3	79.641229999999993	18.292322	80.561890000000005	19.236118	84.60306	15.462166
chr6	73548434	73554655	-	L1Md_T	L1Md_T	45	1	3	65.273129999999995	19.802887	83.846369999999993	6.365498	91.6305	1.9301666
chr6	74363416	74369321	+	L1Md_T	L1Md_T	55	1	5	60.502304000000002	21.261002	61.643771999999998	17.54387	86.49561	9.060184
chr6	74700102	74706353	-	L1Md_T	L1Md_T	31	1	2	57.770969999999998	53.662758	53.062201999999999	49.69349	92.47485	6.960841
chr6	75376618	75382617	-	L1Md_T	L1Md_T	30	1	2	83.300094999999999	4.3544264	81.432199999999995	5.135911	84.08453	8.341262
chr6	76471217	76476631	-	L1Md_T	L1Md_T	34	1	3	71.478819999999999	39.574406	81.445785999999998	16.326252	94.256004	1.5241393
chr6	78026974	78032419	+	L1Md_T	L1Md_T	35	1	2	49.926273000000002	35.816208	49.408299999999997	35.76672	90.07648	7.472058
chr6	78154939	78160544	+	L1Md_T	L1Md_T	36	1	3	50.107062999999997	29.000145	47.99344	29.510633	91.71924	6.526201
chr6	78353036	78358526	+	L1Md_T	L1Md_T	55	1	4	50.635370000000002	33.697628	67.761679999999998	20.120926	87.43146	3.8922634
chr6	78519024	78525405	-	L1Md_T	L1Md_T	31	1	3	53.822299999999998	46.152885	73.079254000000006	22.898197	91.336754	5.5629044
chr6	78876402	78882766	-	L1Md_T	L1Md_T	30	1	2	59.061889999999998	21.99752	52.395786000000001	23.652132	86.3324	0.76088214
chr6	79127404	79132849	+	L1Md_T	L1Md_T	37	1	3	51.245136000000002	40.451843	53.618340000000003	40.49216	87.83946	7.106239
chr6	79277787	79284693	-	L1Md_T	L1Md_T	31	1	2	82.399339999999995	3.4422956	77.157669999999996	3.5729575	83.597	2.755333
chr6	79372753	79377886	+	L1Md_T	L1Md_T	37	1	2	52.126376999999998	49.842033	50.02355	48.02958	85.37036	6.474047
chr6	79419386	79425768	-	L1Md_T	L1Md_T	46	1	3	76.025589999999994	14.096392	68.123310000000004	12.124075	88.22575	4.2808948000000004
chr6	82212616	82217826	+	L1Md_T	L1Md_T	44	1	3	92.117519999999999	2.5685527	92.531019999999998	2.2786765	94.00483	2.7515714
chr6	82256066	82262701	-	L1Md_T	L1Md_T	29	1	3	47.290484999999997	37.29982	62.662649999999999	17.467775	96.38172	2.7965665
chr6	89733618	89739232	-	L1Md_T	L1Md_T	88	1	1	87.92568	0	84.277829999999994	0	84.60851	0
chr6	89755932	89762455	-	L1Md_T	L1Md_T	47	1	2	80.552980000000005	15.296239	79.734690000000001	1.4120665	83.314	7.137143
chr6	90027517	90035878	-	L1Md_T	L1Md_T	32	1	1	76.021789999999996	0	79.480980000000002	0	84.50022	0
chr6	95210189	95216605	-	L1Md_T	L1Md_T	31	1	3	46.713496999999997	46.519337	42.671593000000001	47.48657	85.203354	13.932242
chr6	95794366	95800789	-	L1Md_T	L1Md_T	31	1	3	52.553116000000003	36.643654	63.340269999999997	27.247395	94.7903	3.6472259
chr6	95834701	95841316	-	L1Md_T	L1Md_T	30	1	2	58.619259999999997	42.13117	64.911580000000001	36.208027	94.64708	0.09535842
chr6	95951917	95957176	+	L1Md_T	L1Md_T	44	1	4	77.518690000000007	19.169405	82.141660000000002	10.433084	91.81731	3.6970904
chr6	95980707	95986128	+	L1Md_T	L1Md_T	47	1	3	80.841790000000003	9.364655	80.600586000000007	15.62938	88.55229	5.1100683
chr6	96762082	96767267	+	L1Md_T	L1Md_T	26	1	3	72.226150000000004	37.43688	80.047290000000004	16.411242	94.48611	1.9514673
chr6	96787252	96792678	+	L1Md_T	L1Md_T	35	1	3	62.583860000000001	37.581764	67.697360000000003	36.27666	94.239044	2.7717202
chr6	101007493	101013079	+	L1Md_T	L1Md_T	35	1	3	57.709198000000001	31.134163	68.285126000000005	15.16013	93.92624	1.7368422
chr6	101755370	101761203	-	L1Md_T	L1Md_T	44	1	2	62.042059999999999	44.599247	61.111595000000001	47.283516	91.21506	2.3324404
chr6	102666940	102672485	+	L1Md_T	L1Md_T	35	1	3	59.967820000000003	37.20094	57.592309999999998	47.98208	85.0998	3.366665
chr6	102684237	102689851	+	L1Md_T	L1Md_T	49	1	3	78.016930000000002	13.240289	78.395610000000005	9.563705	91.4071	3.6714573
chr6	102767497	102773946	-	L1Md_T	L1Md_T	45	1	3	71.773346000000004	15.330497	70.024535999999998	26.477015	89.77716	1.02258
chr6	102781992	102787004	+	L1Md_T	L1Md_T	29	1	3	88.940574999999995	3.3435166	91.172675999999996	4.943258	86.88554	5.721169
chr6	102818742	102825082	-	L1Md_T	L1Md_T	55	1	3	76.290570000000002	9.994296	77.905845999999997	8.258373	83.27315	5.979469
chr6	102919455	102924611	+	L1Md_T	L1Md_T	32	1	3	73.312389999999994	23.347292	87.851714999999999	7.0301805	93.29653	0.6321716
chr6	103062344	103068772	-	L1Md_T	L1Md_T	31	1	3	54.741695	45.650906	62.480274000000001	29.309841	91.800354	4.810615
chr6	104064470	104070562	+	L1Md_T	L1Md_T	53	1	4	56.612693999999998	28.24163	55.377116999999998	28.250519	90.42532	4.275911
chr6	104257150	104264421	-	L1Md_T	L1Md_T	31	1	1	89.384119999999996	0	90.360695000000007	0	92.22454	0
chr6	104379147	104385598	-	L1Md_T	L1Md_T	31	1	2	52.678319999999999	22.687548	72.008399999999995	13.287645	91.50665	3.2941544
chr6	105314535	105321015	-	L1Md_T	L1Md_T	46	1	3	68.72354	14.645589	66.91028	26.190891	86.97923	4.287979
chr6	105462293	105467592	+	L1Md_T	L1Md_T	51	1	3	62.470523999999997	7.5849895	67.531469999999999	12.071266	75.36794	4.894328
chr6	105589782	105596009	-	L1Md_T	L1Md_T	42	1	3	72.371129999999994	16.902205	71.343834000000001	5.1096344	91.65847	1.0982641
chr6	105620388	105626523	-	L1Md_T	L1Md_T	45	1	4	74.188789999999997	18.393848	73.277820000000006	3.4995847	83.49772	5.227654
chr6	106896843	106903046	-	L1Md_T	L1Md_T	40	1	3	90.273476000000002	4.8352804	88.754350000000002	6.672572	91.360054	1.1705195
chr6	107670812	107677688	-	L1Md_T	L1Md_T	30	1	1	74.790000000000006	0	84.755290000000002	0	87.825294	0
chr6	107684434	107689619	+	L1Md_T	L1Md_T	19	1	3	69.048720000000003	17.43733	79.897514000000001	13.14393	85.1802	5.367743
chr6	107881705	107886923	+	L1Md_T	L1Md_T	44	1	1	91.788719999999998	0	80.260413999999997	0	84.206665	0
chr6	107914138	107920567	-	L1Md_T	L1Md_T	44	1	4	69.238320000000002	25.198078	72.693830000000005	17.13389	92.54514	2.3331542
chr6	107945076	107951683	-	L1Md_T	L1Md_T	33	1	4	47.069339999999997	39.59894	74.356139999999996	13.048292	92.00494	4.6037097
chr6	107987022	107992851	-	L1Md_T	L1Md_T	46	1	1	89.016334999999998	0	80.511830000000003	0	92.275696	0
chr6	109067025	109072567	+	L1Md_T	L1Md_T	52	1	3	67.023544000000001	6.2962894	66.307270000000003	3.8507142	82.1977	9.767142
chr6	109196197	109202577	-	L1Md_T	L1Md_T	42	1	4	66.933670000000006	27.655043	76.152079999999998	3.3228855	90.94541	3.6354685
chr6	109361696	109367900	-	L1Md_T	L1Md_T	46	1	3	78.994100000000003	25.273823	58.300705000000001	14.000883	91.826904	2.5538669
chr6	109585421	109592572	-	L1Md_T	L1Md_T	51	1	2	71.701409999999996	0.93181086	72.600234999999998	3.3652418	81.43738	5.680327
chr6	110004004	110010547	-	L1Md_T	L1Md_T	47	1	3	61.104545999999999	25.387783	71.526179999999997	14.896178	90.96376	1.3394064
chr6	112179536	112184835	+	L1Md_T	L1Md_T	47	1	3	76.062650000000005	13.446096	84.384990000000002	6.4122653	94.51599	1.6697334
chr6	112534948	112540355	+	L1Md_T	L1Md_T	30	1	4	65.525660000000002	36.432396	72.280029999999996	17.58787	94.00386	2.9582717
chr6	116572550	116579015	-	L1Md_T	L1Md_T	30	1	2	45.60304	52.847195	45.639629999999997	50.576645	90.58539	5.2931156
chr6	116877122	116884013	-	L1Md_T	L1Md_T	46	1	2	84.631129999999999	14.077851	77.737139999999997	10.778658	93.25256	4.216357
chr6	117087184	117093304	+	L1Md_T	L1Md_T	67	1	1	82.24127	0	91.790120000000002	0	89.04426	0
chr6	117394055	117400475	-	L1Md_T	L1Md_T	43	1	3	77.593895000000003	21.915495	79.818489999999997	20.636154	93.21957	4.0422006
chr6	118209136	118215786	-	L1Md_T	L1Md_T	31	1	1	92.528170000000003	0	95.060980000000001	0	97.79138	0
chr6	122909453	122914864	-	L1Md_T	L1Md_T	33	1	2	92.881150000000005	0.5425709	91.866929999999996	5.903747	90.785934	1.7674001
chr6	123036107	123042614	-	L1Md_T	L1Md_T	43	1	4	64.632159999999999	12.738924	61.910150000000002	14.105645	78.15231	8.008202
chr6	123361089	123366255	+	L1Md_T	L1Md_T	33	1	2	80.477159999999998	7.26363	84.21696	14.252383	76.69127	0
chr6	123756393	123762686	-	L1Md_T	L1Md_T	51	1	4	60.458995999999999	25.775002	63.180999999999997	27.323177	84.31206	5.0723934
chr6	124131757	124136957	+	L1Md_T	L1Md_T	31	1	2	48.603172000000001	47.58869	66.077340000000007	30.039944	78.20575	19.805632
chr6	126455876	126461752	+	L1Md_T	L1Md_T	36	1	4	51.634483000000003	37.31678	52.164898000000001	34.70871	96.255516	1.986837
chr6	128680188	128687669	-	L1Md_T	L1Md_T	31	1	1	65.367990000000006	0	78.136750000000006	0	75.69329	0
chr6	130637030	130642424	+	L1Md_T	L1Md_T	37	1	4	34.999450000000003	12.782625	40.14293	5.9264865	55.421383	11.646622
chr6	130749813	130756000	-	L1Md_T	L1Md_T	71	1	3	39.265537000000002	9.012273	NaN	0	64.805466	20.996765
chr6	131108795	131115233	-	L1Md_T	L1Md_T	40	1	3	44.839638000000001	4.4291315000000004	48.705399999999997	4.84327	57.502583	12.819739
chr6	131568535	131573740	+	L1Md_T	L1Md_T	47	1	3	55.292904	10.375611	NaN	0	65.80438	8.516919
chr6	131713271	131719388	-	L1Md_T	L1Md_T	49	1	3	60.731327	18.61227	44.407142999999998	2.8098087	66.961105	15.787018
chr6	132072225	132078496	-	L1Md_T	L1Md_T	52	1	2	50.316547	31.86788	48.239870000000003	27.368288	83.768936	9.498835
chr6	132834852	132841544	-	L1Md_T	L1Md_T	31	1	2	33.170853000000001	13.046094	NaN	0	86.03229	8.544365
chr6	133815416	133820698	+	L1Md_T	L1Md_T	38	1	2	60.998260000000002	39.70285	46.669476000000003	0	75.478546	2.1292129
chr6	133893831	133900016	-	L1Md_T	L1Md_T	30	1	4	66.642030000000005	27.997244	74.820729999999998	13.762622	90.01123	1.4163677
chr6	135281382	135287803	-	L1Md_T	L1Md_T	43	1	1	93.548069999999996	0	91.252529999999993	0	91.01581	0
chr6	136971368	136977686	-	L1Md_T	L1Md_T	43	1	3	57.204796000000002	34.055904	58.282440000000001	18.82073	84.00961	20.674694
chr6	138177971	138184467	-	L1Md_T	L1Md_T	42	1	2	89.961089999999999	6.0842195	91.760863999999998	4.646301	92.79437	4.0712047
chr6	138216061	138222249	-	L1Md_T	L1Md_T	26	1	3	45.273536999999997	44.17193	72.536950000000004	22.90238	94.95214	2.0080583
chr6	138695429	138701614	-	L1Md_T	L1Md_T	27	1	3	64.008644000000004	45.029663	68.019135000000006	16.055513	85.97159	3.6811483
chr6	138741480	138748113	-	L1Md_T	L1Md_T	47	1	4	55.396630000000002	33.989906	67.285030000000006	13.009779	85.705635	9.696314
chr6	139358098	139364245	-	L1Md_T	L1Md_T	29	1	3	73.746679999999998	27.976698	66.653729999999996	14.406222	87.19972	7.262633
chr6	139373250	139378252	+	L1Md_T	L1Md_T	32	1	3	87.157499999999999	8.714602	81.811480000000003	8.099337	91.947426	1.7649881
chr6	140863311	140869778	-	L1Md_T	L1Md_T	42	1	3	73.438095000000004	16.934696	70.304329999999993	21.407738	93.26264	2.0154505
chr6	141578033	141584482	-	L1Md_T	L1Md_T	43	1	3	65.871179999999995	32.848145	67.386200000000002	33.38082	94.09227	1.2743398
chr6	142059613	142066012	-	L1Md_T	L1Md_T	43	1	3	82.536810000000003	5.5180173	77.181280000000001	8.824055	89.020004	4.1944284
chr6	142066850	142072274	-	L1Md_T	L1Md_T	41	1	2	66.590869999999995	7.6784706	69.157359999999997	4.6204705	75.87276	2.2067146
chr6	143466474	143472791	-	L1Md_T	L1Md_T	40	1	2	73.809616000000005	13.409225	77.484499999999997	14.304638	94.79627	4.543843
chr6	143775187	143781433	-	L1Md_T	L1Md_T	35	1	3	75.559359999999998	14.786413	78.931470000000004	6.6430597	90.302986	6.513214
chr6	145642004	145647417	+	L1Md_T	L1Md_T	14	1	3	57.480499999999999	31.851515	79.057950000000005	13.142394	92.009926	2.5424702
chr6	147897116	147904382	-	L1Md_T	L1Md_T	31	1	1	77.49024	0	78.908919999999995	0	90.393524	0
chr7	4186278	4193122	-	L1Md_T	L1Md_T	57	1	1	80.681020000000004	0	88.12576	0	89.96499	0
chr7	5153150	5159323	-	L1Md_T	L1Md_T	30	1	1	51.935963000000001	0	46.146774000000001	0	83.39869	0
chr7	5704037	5709439	+	L1Md_T	L1Md_T	48	1	1	69.320435000000003	0	NaN	0	NA	0
chr7	5716363	5722776	-	L1Md_T	L1Md_T	30	1	1	NaN	0	NaN	0	NA	0
chr7	5847395	5854008	-	L1Md_T	L1Md_T	57	1	3	46.154899999999998	2.3335223	40.852584999999998	7.2066135	42.933372	1.7153946
chr7	5859784	5865828	+	L1Md_T	L1Md_T	37	1	1	45.009749999999997	0	44.533447000000002	0	57.931705	0
chr7	6590735	6596412	+	L1Md_T	L1Md_T	55	1	1	97.837260000000001	0	91.906350000000003	0	95.207115	0
chr7	7989237	7994424	+	L1Md_T	L1Md_T	34	1	3	34.635719999999999	2.4974377	52.381171999999999	4.7361813	51.133595	21.417934
chr7	8560758	8565932	+	L1Md_T	L1Md_T	50	1	2	44.649099999999997	0.31998965	54.088318000000001	0	55.33024	16.888887
chr7	8780042	8785228	+	L1Md_T	L1Md_T	35	1	2	32.497	8.945963	32.861773999999997	0	53.67421	16.178844
chr7	9300820	9305997	+	L1Md_T	L1Md_T	49	1	2	42.793526	4.5882907	40.487063999999997	6.057094	61.228825	27.500477
chr7	9526614	9531801	+	L1Md_T	L1Md_T	34	1	1	NaN	0	NaN	0	NA	0
chr7	11576594	11582837	-	L1Md_T	L1Md_T	45	1	4	74.854799999999997	5.9892216	75.224140000000006	7.5169325	82.94208	5.94335
chr7	12283206	12290275	-	L1Md_T	L1Md_T	31	1	1	44.846910000000001	0	36.729080000000003	0	58.1432	0
chr7	12351815	12357984	-	L1Md_T	L1Md_T	35	1	2	77.950180000000003	2.4929302	69.905395999999996	21.780083	78.241234	10.307924
chr7	12374465	12379545	-	L1Md_T	L1Md_T	31	1	3	77.033240000000006	12.325573	80.702610000000007	3.5751767	77.45169	1.8662401
chr7	13225695	13231108	-	L1Md_T	L1Md_T	35	1	1	86.429649999999995	0	79.068370000000002	0	91.17383	0
chr7	13481099	13487266	-	L1Md_T	L1Md_T	39	1	2	74.920529999999999	14.666731	70.541899999999998	15.252865	88.5791	1.6512717
chr7	13503324	13508504	+	L1Md_T	L1Md_T	23	1	3	57.407158000000003	26.843481	73.892585999999994	8.135438	85.40523	4.43169
chr7	13614199	13620460	-	L1Md_T	L1Md_T	45	1	3	68.788589999999999	27.62008	68.861435	24.91544	88.67212	2.9403672
chr7	14051122	14057309	-	L1Md_T	L1Md_T	31	1	4	66.015919999999994	32.57925	68.486564999999999	7.374853	82.266075	5.307671
chr7	14384335	14390328	-	L1Md_T	L1Md_T	27	1	3	84.124274999999997	8.107277	71.507800000000003	14.288166	86.02094	8.663439
chr7	14951265	14956714	-	L1Md_T	L1Md_T	38	1	1	49.651260000000001	0	57.938113999999999	0	60.229168	0
chr7	15654190	15659192	+	L1Md_T	L1Md_T	41	1	1	69.880516	0	69.021705999999995	0	59.267975	0
chr7	15680068	15685200	+	L1Md_T	L1Md_T	43	1	2	55.238075000000002	1.367357	54.551079999999999	6.33484	59.61181	7.6288977
chr7	15731035	15737255	+	L1Md_T	L1Md_T	18	1	1	59.128788	0	66.031745999999998	0	55.443607	0
chr7	16661370	16666835	+	L1Md_T	L1Md_T	36	1	1	93.166160000000005	0	85.983649999999997	0	94.1969	0
chr7	17377437	17383841	-	L1Md_T	L1Md_T	23	1	4	52.684510000000003	25.164967	NaN	0	70.445984	11.021077
chr7	18187958	18193354	+	L1Md_T	L1Md_T	47	1	1	72.643739999999994	0	66.960785000000001	0	70.37118	0
chr7	18312485	18318686	-	L1Md_T	L1Md_T	45	1	2	86.007239999999996	3.8583155	69.712569999999999	0	88.032104	1.8848125
chr7	18487037	18492249	+	L1Md_T	L1Md_T	35	1	1	41.336807	0	60.976430000000001	0	89.95215	0
chr7	18589264	18595634	-	L1Md_T	L1Md_T	36	1	3	52.515762000000002	32.47042	77.318479999999994	0	87.66824	6.34003
chr7	20398944	20404592	+	L1Md_T	L1Md_T	54	1	2	55.518949999999997	26.556633	NaN	0	73.40175	19.184017
chr7	20487247	20492420	+	L1Md_T	L1Md_T	38	1	2	35.422913000000001	6.464458	NaN	0	45.148853	11.627513
chr7	20514377	20520468	-	L1Md_T	L1Md_T	55	1	1	24.36647	0	NaN	0	53.807262	0
chr7	20639729	20645921	-	L1Md_T	L1Md_T	48	1	1	44.721310000000003	0	NaN	0	35.724224	0
